Manufacturer,Model,Engine Size,Cylinders,Fuel Type,Transmission/Gears,L/100K city,L/100K Highway
MERCEDES-BENZ,SLS AMG ROADSTER,6.2,8,Z,AS7,16.3,10.7
MINI,COOPER,1.6,4,Z,A6,7.3,5.4
MINI,COOPER,1.6,4,Z,M6,6.8,5.2
MINI,COOPER CLUBMAN,1.6,4,Z,A6,7.6,5.6
MINI,COOPER CLUBMAN,1.6,4,Z,M6,7.4,5.7
MINI,COOPER CONVERTIBLE,1.6,4,Z,A6,7.6,5.6
MINI,COOPER CONVERTIBLE,1.6,4,Z,M6,7.4,5.7
MINI,COOPER COUNTRYMAN,1.6,4,Z,A6,8.1,6.6
MINI,COOPER COUNTRYMAN,1.6,4,Z,M6,7.4,5.7
MINI,COOPER COUPE,1.6,4,Z,A6,7.3,5.4
MINI,COOPER COUPE,1.6,4,Z,M6,6.8,5.2
MINI,COOPER ROADSTER,1.6,4,Z,A6,7.6,5.6
MINI,COOPER ROADSTER,1.6,4,Z,M6,7.4,5.7
MINI,COOPER S,1.6,4,Z,A6,7.9,5.8
MINI,COOPER S,1.6,4,Z,M6,7.7,5.6
MINI,COOPER S CLUBMAN,1.6,4,Z,A6,7.9,5.8
MINI,COOPER S CLUBMAN,1.6,4,Z,M6,7.7,5.6
MINI,COOPER S CONVERTIBLE,1.6,4,Z,A6,7.9,5.8
MINI,COOPER S CONVERTIBLE,1.6,4,Z,M6,7.7,5.6
MINI,COOPER S COUNTRYMAN,1.6,4,Z,A6,8.1,6.1
MINI,COOPER S COUNTRYMAN,1.6,4,Z,M6,7.7,6.1
MINI,COOPER S COUNTRYMAN ALL4,1.6,4,Z,A6,8.7,6.5
MINI,COOPER S COUNTRYMAN ALL4,1.6,4,Z,M6,8.1,6.4
MINI,COOPER S COUPE,1.6,4,Z,A6,7.9,5.8
MINI,COOPER S COUPE,1.6,4,Z,M6,7.7,5.6
MINI,COOPER S ROADSTER,1.6,4,Z,A6,7.9,5.8
MINI,COOPER S ROADSTER,1.6,4,Z,M6,7.7,5.6
MINI,JOHN COOPER WORKS,1.6,4,Z,A6,7.9,5.8
MINI,JOHN COOPER WORKS,1.6,4,Z,M6,7.7,5.6
MINI,JOHN COOPER WORKS CLUBMAN,1.6,4,Z,A6,7.9,5.8
MINI,JOHN COOPER WORKS CLUBMAN,1.6,4,Z,M6,7.7,5.6
MINI,JOHN COOPER WORKS CONVERTIBLE,1.6,4,Z,A6,7.9,5.8
MINI,JOHN COOPER WORKS CONVERTIBLE,1.6,4,Z,M6,7.7,5.6
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,1.6,4,Z,A6,8.7,6.5
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,1.6,4,Z,M6,8.1,6.4
MINI,JOHN COOPER WORKS COUPE,1.6,4,Z,A6,7.9,5.8
MINI,JOHN COOPER WORKS COUPE,1.6,4,Z,M6,7.7,5.6
MINI,JOHN COOPER WORKS ROADSTER,1.6,4,Z,A6,7.9,5.8
MINI,JOHN COOPER WORKS ROADSTER,1.6,4,Z,M6,7.7,5.6
MITSUBISHI,LANCER,2,4,X,AV6,7.9,5.8
MITSUBISHI,LANCER,2,4,X,M5,8.3,5.7
MITSUBISHI,LANCER AWD,2,4,Z,AM6,11.9,7.9
MITSUBISHI,LANCER AWD,2.4,4,X,AV6,9.2,6.9
MITSUBISHI,LANCER EVOLUTION,2,4,Z,AM6,12.6,8.9
MITSUBISHI,LANCER EVOLUTION,2,4,Z,M5,12.5,8.7
MITSUBISHI,LANCER SPORTBACK,2,4,X,AV6,8.3,6.1
MITSUBISHI,LANCER SPORTBACK,2,4,X,M5,8.5,5.9
NISSAN,370Z,3.7,6,Z,AS7,11.5,7.8
NISSAN,370Z,3.7,6,Z,M6,11.8,7.9
NISSAN,370Z ROADSTER,3.7,6,Z,AS7,11.6,8
NISSAN,370Z ROADSTER,3.7,6,Z,M6,11.9,8.1
NISSAN,ALTIMA,2.5,4,X,AV,7.4,5
NISSAN,ALTIMA,3.5,6,X,AV,9.3,6.4
NISSAN,ALTIMA COUPE,2.5,4,X,AV,8.9,6.2
NISSAN,GT-R,3.8,6,Z,AM6,12.9,9.2
NISSAN,JUKE,1.6,4,Z,AV,7.5,6.1
NISSAN,JUKE,1.6,4,Z,M6,8.2,6.4
NISSAN,JUKE AWD,1.6,4,Z,AV,8,6.6
NISSAN,MAXIMA,3.5,6,Z,AV,10.9,7.7
PORSCHE,911 CARRERA,3.4,6,Z,AM7,10.2,7
PORSCHE,911 CARRERA,3.4,6,Z,M7,11,7.2
PORSCHE,911 CARRERA 4,3.4,6,Z,AM7,10.4,7.1
PORSCHE,911 CARRERA 4,3.4,6,Z,M7,10.9,7.2
PORSCHE,911 CARRERA 4 CABRIOLET,3.4,6,Z,AM7,10.6,7.3
PORSCHE,911 CARRERA 4 CABRIOLET,3.4,6,Z,M7,11.2,7.5
PORSCHE,911 CARRERA 4S,3.8,6,Z,AM7,10.8,7.5
PORSCHE,911 CARRERA 4S,3.8,6,Z,M7,11.3,7.5
PORSCHE,911 CARRERA 4S CABRIOLET,3.8,6,Z,AM7,11.2,7.6
PORSCHE,911 CARRERA 4S CABRIOLET,3.8,6,Z,M7,11.5,7.7
PORSCHE,911 CARRERA CABRIOLET,3.4,6,Z,AM7,10.2,7
PORSCHE,911 CARRERA CABRIOLET,3.4,6,Z,M7,10.9,7.3
PORSCHE,911 CARRERA S,3.8,6,Z,AM7,10.7,7.3
PORSCHE,911 CARRERA S,3.8,6,Z,M7,11.1,7.2
PORSCHE,911 CARRERA S CABRIOLET,3.8,6,Z,AM7,11,7.3
PORSCHE,911 CARRERA S CABRIOLET,3.8,6,Z,M7,11.2,7.4
PORSCHE,911 TURBO,3.8,6,Z,AM7,12.7,8.1
PORSCHE,911 TURBO,3.8,6,Z,M6,12.7,8.3
PORSCHE,911 TURBO CABRIOLET,3.8,6,Z,AM7,13.2,8.2
PORSCHE,911 TURBO CABRIOLET,3.8,6,Z,M6,13.1,8.4
PORSCHE,911 TURBO S,3.8,6,Z,AM7,12.7,8.1
PORSCHE,911 TURBO S CABRIOLET,3.8,6,Z,AM7,13.2,8.2
PORSCHE,BOXSTER,2.7,6,Z,AM7,9.4,6.2
PORSCHE,BOXSTER,2.7,6,Z,M6,10.1,6.7
PORSCHE,BOXSTER S,3.4,6,Z,AM7,9.9,6.6
PORSCHE,BOXSTER S,3.4,6,Z,M6,10.5,7.2
PORSCHE,PANAMERA,3.6,6,Z,AM7,11.6,7.4
PORSCHE,PANAMERA 4,3.6,6,Z,AM7,11.8,7.6
PORSCHE,PANAMERA 4S,4.8,8,Z,AM7,12.9,8.3
PORSCHE,PANAMERA GTS,4.8,8,Z,AM7,13.3,8.5
PORSCHE,PANAMERA S,4.8,8,Z,AM7,12.9,8.3
PORSCHE,PANAMERA S HYBRID,3,6,Z,A8,8.6,6.8
PORSCHE,PANAMERA TURBO,4.8,8,Z,AM7,14.1,8.6
PORSCHE,PANAMERA TURBO S,4.8,8,Z,AM7,14.1,8.6
SCION,FR-S,2,4,Z,AS6,8.3,5.8
SCION,FR-S,2,4,Z,M6,9.6,6.6
SCION,iQ,1.3,4,X,AV,5.5,4.7
SCION,tC,2.5,4,X,AS6,8.9,6.3
SCION,tC,2.5,4,X,M6,9.1,6.4
SCION,xB,2.4,4,X,AS4,9.5,7.2
SCION,xB,2.4,4,X,M5,9.5,7.2
SCION,xD,1.8,4,X,A4,7.6,5.9
SCION,xD,1.8,4,X,M5,7.4,5.9
SUBARU,BRZ,2,4,Z,AS6,8.3,5.9
SUBARU,BRZ,2,4,Z,M6,9.6,6.6
SUBARU,IMPREZA AWD,2,4,X,AV,7.5,5.5
SUBARU,IMPREZA AWD,2,4,X,M5,8.3,5.9
SUBARU,IMPREZA AWD,2.5,4,Z,M5,11.1,8
SUBARU,IMPREZA AWD,2.5,4,Z,M6,12.6,8.8
SUBARU,IMPREZA WAGON AWD,2,4,X,AV,7.5,5.5
SUBARU,IMPREZA WAGON AWD,2,4,X,M5,8.3,5.9
SUBARU,IMPREZA WAGON AWD,2.5,4,Z,M5,11.1,8
SUBARU,IMPREZA WAGON AWD,2.5,4,Z,M6,12.6,8.8
SUBARU,LEGACY AWD,2.5,4,X,AV,8.4,6
SUBARU,LEGACY AWD,2.5,4,X,M6,9.8,7
SUBARU,LEGACY AWD,3.6,6,X,AS5,11.8,8.2
SUZUKI,KIZASHI S AWD,2.4,4,X,AV,9.3,6.8
SUZUKI,KIZASHI SX/SPORT AWD,2.4,4,X,AV,9.3,6.8
SUZUKI,SX4 CROSSOVER JA/JX AWD,2,4,X,M6,9.3,6.6
SUZUKI,SX4 CROSSOVER JA/JX/JLX AWD,2,4,X,AV,9,6.7
SUZUKI,SX4 HATCHBACK JA,2,4,X,AV,8.2,6.4
SUZUKI,SX4 HATCHBACK JA,2,4,X,M6,9.1,6.3
SUZUKI,SX4 HATCHBACK JX,2,4,X,AV,8.8,6.7
SUZUKI,SX4 SEDAN JA,2,4,X,AV,8,6.1
SUZUKI,SX4 SEDAN JA/JE,2,4,X,M6,9,6
SUZUKI,SX4 SEDAN SPORT,2,4,X,AV,8.9,6.7
SUZUKI,SX4 SEDAN SPORT,2,4,X,M6,9.1,6.2
TOYOTA,AVALON,3.5,6,X,AS6,9.9,6.4
TOYOTA,CAMRY,2.5,4,X,AS6,8.2,5.5
TOYOTA,CAMRY,3.5,6,X,AS6,9.6,6.3
TOYOTA,CAMRY HYBRID LE,2.5,4,X,AV,4.5,4.9
TOYOTA,CAMRY HYBRID XLE,2.5,4,X,AV,4.7,5.1
TOYOTA,COROLLA,1.8,4,X,A4,7.8,5.7
TOYOTA,COROLLA,1.8,4,X,M5,7.4,5.6
TOYOTA,COROLLA MATRIX,1.8,4,X,A4,8.2,6.4
TOYOTA,COROLLA MATRIX,1.8,4,X,M5,7.7,6.1
TOYOTA,COROLLA MATRIX,2.4,4,X,A4,10.2,7.7
TOYOTA,COROLLA MATRIX,2.4,4,X,AS5,9.8,7
TOYOTA,COROLLA MATRIX,2.4,4,X,M5,9.5,7.1
TOYOTA,PRIUS,1.8,4,X,AV,3.7,4
TOYOTA,PRIUS c,1.5,4,X,AV,3.5,4
TOYOTA,PRIUS v,1.8,4,X,AV,4.3,4.8
TOYOTA,YARIS,1.5,4,X,A4,6.7,5.5
TOYOTA,YARIS,1.5,4,X,M5,6.6,5.2
VOLKSWAGEN,BEETLE,2,4,Z,AS6,9.9,6.5
VOLKSWAGEN,BEETLE,2,4,Z,M6,10.3,6.7
VOLKSWAGEN,BEETLE TDI CLEAN DIESEL,2,4,D,AS6,7,5
VOLKSWAGEN,BEETLE TDI CLEAN DIESEL,2,4,D,M6,7.2,4.8
VOLKSWAGEN,CC,2,4,Z,AS6,9.7,6.6
VOLKSWAGEN,CC,2,4,Z,M6,10.2,6.4
VOLKSWAGEN,CC 4MOTION,3.6,6,Z,AS6,12.7,8.3
VOLKSWAGEN,EOS,2,4,Z,AS6,9.5,6.7
VOLKSWAGEN,GOLF R,2,4,Z,M6,10.9,7.5
VOLKSWAGEN,GOLF TDI CLEAN DIESEL,2,4,D,AS6,6.7,4.7
VOLKSWAGEN,GOLF TDI CLEAN DIESEL,2,4,D,M6,6.7,4.6
VOLKSWAGEN,GTI,2,4,Z,AS6,8.7,6.3
VOLKSWAGEN,GTI,2,4,Z,M6,9.9,6.7
VOLKSWAGEN,JETTA,2,4,X,AS6,9.3,6.7
VOLKSWAGEN,JETTA,2,4,Z,AS6,8.8,6.1
VOLKSWAGEN,JETTA,2,4,X,M5,9.1,6
VOLKSWAGEN,JETTA,2,4,Z,M6,9.8,6.2
VOLKSWAGEN,JETTA HYBRID,1.4,4,Z,AS6,4.5,4.2
VOLKSWAGEN,JETTA TDI CLEAN DIESEL,2,4,D,AS6,6.7,4.7
VOLKSWAGEN,JETTA TDI CLEAN DIESEL,2,4,D,M6,6.7,4.6
VOLKSWAGEN,JETTA SPORTWAGEN TDI CLEAN DIESEL,2,4,D,AS6,7,4.9
VOLKSWAGEN,JETTA SPORTWAGEN TDI CLEAN DIESEL,2,4,D,M6,6.7,4.6
VOLKSWAGEN,PASSAT,3.6,6,Z,AS6,10.9,7.4
VOLKSWAGEN,PASSAT TDI CLEAN DIESEL,2,4,D,AS6,6.9,4.9
VOLKSWAGEN,PASSAT TDI CLEAN DIESEL,2,4,D,M6,6.8,4.4
VOLVO,S60 AWD,3,6,X,AS6,11.7,8
VOLVO,S80,3.2,6,X,AS6,10.5,6.8
VOLVO,S80 AWD,3,6,X,AS6,11.7,8
CHEVROLET,EXPRESS 1500 CARGO,4.3,6,X,A4,14.1,10.1
CHEVROLET,EXPRESS 1500 CARGO,5.3,8,X,A4,16.2,11.4
CHEVROLET,EXPRESS 1500 CARGO AWD,5.3,8,X,A4,16.5,12.1
CHEVROLET,EXPRESS 1500 CARGO CONV,5.3,8,X,A4,16.8,11.9
CHEVROLET,EXPRESS 1500 CARGO CONV AWD,5.3,8,X,A4,16.5,12.1
CHEVROLET,EXPRESS 1500 PASSENGER,5.3,8,X,A4,16.8,11.9
CHEVROLET,EXPRESS 1500 PASSENGER AWD,5.3,8,X,A4,16.5,12.1
CHEVROLET,EXPRESS 2500 PASSENGER,4.8,8,X,A6,19.1,12.1
CHEVROLET,EXPRESS 2500 PASSENGER,6,8,X,A6,19.9,12.8
CHEVROLET,EXPRESS 3500 PASSENGER,4.8,8,X,A6,19.1,12.1
CHEVROLET,EXPRESS 3500 PASSENGER,6,8,X,A6,20.3,12.9
CHRYSLER,TOWN AND COUNTRY FFV,3.6,6,X,A6,12.5,8
DODGE,GRAND CARAVAN FFV,3.6,6,X,A6,12.2,7.9
FORD,E150 VAN FFV,4.6,8,X,A4,16.1,12.1
FORD,E150 VAN FFV,5.4,8,X,A4,17.3,12.5
FORD,E150 WAGON FFV,4.6,8,X,A4,16.8,12.5
FORD,E150 WAGON FFV,5.4,8,X,A4,18,12.9
FORD,E350 WAGON FFV,5.4,8,X,A4,18.7,13.3
FORD,TRANSIT CONNECT VAN,2,4,X,A4,9.9,7.4
GMC,SAVANA 1500 CARGO,4.3,6,X,A4,14.1,10.1
GMC,SAVANA 1500 CARGO,5.3,8,X,A4,16.2,11.4
GMC,SAVANA 1500 CARGO AWD,5.3,8,X,A4,16.5,12.1
GMC,SAVANA 1500 CARGO CONV,5.3,8,X,A4,16.8,11.9
GMC,SAVANA 1500 CARGO CONV AWD,5.3,8,X,A4,16.5,12.1
GMC,SAVANA 1500 PASSENGER,5.3,8,X,A4,16.8,11.9
GMC,SAVANA 1500 PASSENGER AWD,5.3,8,X,A4,16.5,12.1
GMC,SAVANA 2500 PASSENGER,4.8,8,X,A6,19.1,12.1
GMC,SAVANA 2500 PASSENGER,6,8,X,A6,19.9,12.8
GMC,SAVANA 3500 PASSENGER,4.8,8,X,A6,19.1,12.1
GMC,SAVANA 3500 PASSENGER,6,8,X,A6,20.3,12.9
HONDA,ODYSSEY,3.5,6,X,A5,11.7,7.2
HONDA,ODYSSEY TOURING,3.5,6,X,A6,10.9,7.1
MAZDA,MAZDA5,2.5,4,X,AS5,9.5,6.7
MAZDA,MAZDA5,2.5,4,X,M6,9.7,6.8
RAM,CARGO VAN FFV,3.6,6,X,A6,12.2,7.9
TOYOTA,SIENNA,2.7,4,X,AS6,10.4,7.5
TOYOTA,SIENNA,3.5,6,X,AS6,11.4,7.9
TOYOTA,SIENNA AWD,3.5,6,X,AS6,12.4,8.6
VOLKSWAGEN,ROUTAN,3.6,6,X,A6,12.5,8
CHEVROLET,AVALANCHE,5.3,8,X,A6,14.3,9.4
CHEVROLET,AVALANCHE 4WD,5.3,8,X,A6,14.3,9.4
CHEVROLET,SILVERADO,4.3,6,X,A4,14.1,10
CHEVROLET,SILVERADO,4.8,8,X,A4,15.2,10.6
CHEVROLET,SILVERADO,5.3,8,X,A6,14.3,9.4
CHEVROLET,SILVERADO,6.2,8,Z,A6,17,11.1
CHEVROLET,SILVERADO 4WD,4.3,6,X,A4,15,11.4
CHEVROLET,SILVERADO 4WD,4.8,8,X,A4,15.9,11.2
CHEVROLET,SILVERADO 4WD,5.3,8,X,A6,14.3,9.4
CHEVROLET,SILVERADO 4WD,6.2,8,Z,A6,17.7,11.4
CHEVROLET,SILVERADO HYBRID,6,8,X,AV,10.1,8.4
CHEVROLET,SILVERADO HYBRID 4WD,6,8,X,AV,10.2,8.5
CHEVROLET,SILVERADO XFE,5.3,8,X,A6,13.7,9.1
FORD,F150,3.5,6,X,A6,12.9,9
FORD,F150,3.5,6,X,AS6,13,9.1
FORD,F150,6.2,8,X,AS6,16.5,11
FORD,F150 4X4,3.5,6,X,A6,14.1,9.6
FORD,F150 4X4,3.5,6,X,AS6,14.1,9.6
FORD,F150 4X4,6.2,8,X,AS6,18.2,12.2
FORD,F150 FFV,3.7,6,X,A6,12.5,8.7
FORD,F150 FFV,3.7,6,X,AS6,12.5,8.7
FORD,F150 FFV,5,8,X,A6,14.2,9.7
FORD,F150 FFV,5,8,X,AS6,14.3,9.8
FORD,F150 FFV 4X4,3.7,6,X,A6,13.3,9.6
FORD,F150 FFV 4X4,3.7,6,X,AS6,13.3,9.6
FORD,F150 FFV 4X4,5,8,X,A6,15,10.6
FORD,F150 FFV 4X4,5,8,X,AS6,15.1,10.7
GMC,SIERRA,4.3,6,X,A4,14.1,10
GMC,SIERRA,4.8,8,X,A4,15.2,10.6
GMC,SIERRA,5.3,8,X,A6,14.3,9.4
GMC,SIERRA,6.2,8,Z,A6,17,11.1
GMC,SIERRA 4WD,4.3,6,X,A4,15,11.4
GMC,SIERRA 4WD,4.8,8,X,A4,15.9,11.2
GMC,SIERRA 4WD,5.3,8,X,A6,14.3,9.4
GMC,SIERRA 4WD,6.2,8,Z,A6,17.7,11.4
GMC,SIERRA DENALI AWD,6.2,8,Z,A6,17.4,11.1
GMC,SIERRA HYBRID,6,8,X,AV,10.1,8.4
GMC,SIERRA HYBRID 4WD,6,8,X,AV,10.2,8.5
GMC,SIERRA XFE,5.3,8,X,A6,13.7,9.1
HONDA,RIDGELINE AWD,3.5,6,X,A5,13.6,9.6
RAM,1500 HFE,3.6,6,X,A8,11.4,7.8
RAM,1500 (FuelSaver MDS),5.7,8,X,A6,15.4,10.2
RAM,1500 4X4 (FuelSaver MDS),5.7,8,X,A6,15.8,10.8
RAM,1500 FFV,3.6,6,X,A8,12.3,8
RAM,1500 FFV,4.7,8,X,A6,15,10.2
RAM,1500 FFV 4X4,3.6,6,X,A8,13,8.5
RAM,1500 FFV 4X4,4.7,8,X,A6,15.3,10.5
TOYOTA,TACOMA,2.7,4,X,M5,9.9,7.5
TOYOTA,TACOMA,2.7,4,X,A4,10.8,7.8
TOYOTA,TACOMA,4,6,X,M6,12.9,9.6
TOYOTA,TACOMA 4WD,2.7,4,X,M5,11.3,9
TOYOTA,TACOMA 4WD,2.7,4,X,A4,11.6,8.9
TOYOTA,TACOMA 4WD,4,6,X,A5,12.9,9.6
TOYOTA,TACOMA 4WD,4,6,X,M6,13.6,10.4
TOYOTA,TUNDRA,4.6,8,X,AS6,14.2,10
TOYOTA,TUNDRA,5.7,8,X,AS6,15.9,11.1
TOYOTA,TUNDRA 4WD,4.6,8,X,AS6,15.3,10.8
TOYOTA,TUNDRA 4WD,5.7,8,X,AS6,16.3,11.9
ACURA,MDX AWD,3.7,6,Z,AS6,13.2,9.6
ACURA,RDX AWD,3.5,6,Z,AS6,10.7,7.3
ACURA,ZDX AWD,3.7,6,Z,AS6,12.7,8.8
AUDI,Q5,2,4,Z,AS8,10.5,7.2
AUDI,Q5 HYBRID,2,4,Z,AS8,8.6,6.9
AUDI,Q7,3,6,Z,AS8,13.6,9.3
AUDI,Q7 TDI CLEAN DIESEL,3,6,D,AS8,11.5,7.1
BMW,X1 xDRIVE28i,2,4,Z,A8,9,6
BMW,X1 xDRIVE35i,3,6,Z,A6,11.4,7.4
BMW,X3 xDRIVE28i,2,4,Z,A8,9.5,7
BMW,X3 xDRIVE35i,3,6,Z,A8,11.1,7.7
BMW,X5 M,4.4,8,Z,A6,17.2,12
BMW,X5 xDRIVE35d,3,6,D,A6,10.7,7.5
BMW,X5 xDRIVE35i,3,6,Z,A8,13.1,8.6
BMW,X5 xDRIVE50i,4.4,8,Z,A8,15.3,9.9
BMW,X6 M,4.4,8,Z,A6,17.2,12
BMW,X6 xDRIVE35i,3,6,Z,A8,13.1,8.6
BMW,X6 xDRIVE50i,4.4,8,Z,A8,15.3,9.9
BUICK,ENCLAVE,3.6,6,X,A6,12.7,8.4
BUICK,ENCLAVE AWD,3.6,6,X,A6,13,8.6
BUICK,ENCORE,1.4,4,X,AS6,8.2,6
BUICK,ENCORE AWD,1.4,4,X,AS6,8.9,6.7
CADILLAC,ESCALADE AWD,6.2,8,Z,A6,15.3,10
CADILLAC,ESCALADE ESV AWD,6.2,8,Z,A6,17,11.4
CADILLAC,ESCALADE HYBRID 4WD,6,8,X,AV,10.4,8.5
CADILLAC,SRX,3.6,6,X,AS6,12.7,8.3
CADILLAC,SRX AWD,3.6,6,X,AS6,13.2,8.8
CHEVROLET,EQUINOX,2.4,4,X,A6,9.2,6.1
CHEVROLET,EQUINOX,3.6,6,X,A6,12.4,8.1
CHEVROLET,EQUINOX AWD,2.4,4,X,A6,10.1,6.9
CHEVROLET,EQUINOX AWD,3.6,6,X,A6,13.2,8.4
CHEVROLET,ORLANDO,2.4,4,X,AS6,10.8,7.2
CHEVROLET,ORLANDO,2.4,4,X,M6,10.4,7
CHEVROLET,SUBURBAN,5.3,8,X,A6,14.3,9.4
CHEVROLET,SUBURBAN HD,6,8,X,A6,20.6,12.8
CHEVROLET,SUBURBAN 4WD,5.3,8,X,A6,14.3,9.4
CHEVROLET,SUBURBAN 4WD HD,6,8,X,A6,20.7,13.1
CHEVROLET,TAHOE,5.3,8,X,A6,14.3,9.4
CHEVROLET,TAHOE 4WD,5.3,8,X,A6,14.3,9.4
CHEVROLET,TAHOE HYBRID,6,8,X,AV,10.1,8.4
CHEVROLET,TAHOE HYBRID 4WD,6,8,X,AV,10.2,8.5
CHEVROLET,TRAVERSE,3.6,6,X,A6,12.7,8.4
CHEVROLET,TRAVERSE AWD,3.6,6,X,A6,13,8.6
CHEVROLET,TRAX,1.4,4,X,AS6,8.1,5.9
CHEVROLET,TRAX,1.4,4,X,M6,7.8,5.7
CHEVROLET,TRAX AWD,1.4,4,X,AS6,8.7,6.5
DODGE,DURANGO AWD (FuelSaver MDS),5.7,8,X,A6,16.6,10
DODGE,DURANGO AWD FFV,3.6,6,X,A5,13,8.8
DODGE,JOURNEY,2.4,4,X,A4,11.2,7.7
DODGE,JOURNEY AWD,3.6,6,X,A6,12.8,8.2
DODGE,JOURNEY FFV,3.6,6,X,A6,12.6,7.9
FORD,EDGE,2,4,X,A6,9.9,6.6
FORD,EDGE,3.5,6,X,AS6,11.1,7.2
FORD,EDGE AWD,3.5,6,X,AS6,11.8,7.8
FORD,EDGE AWD,3.7,6,X,AS6,12.1,8.7
FORD,ESCAPE,1.6,4,X,AS6,9.1,6
FORD,ESCAPE,2,4,X,AS6,9.5,6.7
FORD,ESCAPE,2.5,4,X,AS6,9.5,6.3
FORD,ESCAPE AWD,1.6,4,X,AS6,9.2,6.6
FORD,ESCAPE AWD,2,4,X,AS6,9.8,6.9
FORD,EXPEDITION 4X4 FFV,5.4,8,X,A6,16.4,11.3
FORD,EXPLORER,2,4,X,A6,10.4,7
FORD,EXPLORER FFV,3.5,6,X,AS6,12.2,8.2
FORD,EXPLORER FFV AWD,3.5,6,X,AS6,12.7,8.7
FORD,FLEX,3.5,6,X,AS6,11.8,8
FORD,FLEX AWD NA,3.5,6,X,AS6,12.2,8.6
FORD,FLEX AWD TC,3.5,6,X,AS6,13.1,8.8
FORD,TRANSIT CONNECT WAGON,2,4,X,A4,9.5,7.4
GMC,ACADIA,3.6,6,X,A6,12.7,8.4
GMC,ACADIA AWD,3.6,6,X,A6,13.3,8.8
GMC,TERRAIN,2.4,4,X,A6,9.2,6.1
GMC,TERRAIN,3.6,6,X,A6,12.4,8.1
GMC,TERRAIN AWD,2.4,4,X,A6,10.1,6.9
GMC,TERRAIN AWD,3.6,6,X,A6,13.2,8.4
GMC,YUKON,5.3,8,X,A6,14.3,9.4
GMC,YUKON 4WD,5.3,8,X,A6,14.3,9.4
GMC,YUKON HYBRID,6,8,X,AV,10.1,8.4
GMC,YUKON HYBRID 4WD,6,8,X,AV,10.4,8.5
GMC,YUKON DENALI AWD,6.2,8,Z,A6,15.3,10
GMC,YUKON DENALI HYBRID 4WD,6,8,X,AV,10.4,8.5
GMC,YUKON DENALI XL AWD,6.2,8,Z,A6,17,11.4
GMC,YUKON XL,5.3,8,X,A6,14.3,9.4
GMC,YUKON XL HD,6,8,X,A6,20.6,12.8
GMC,YUKON XL 4WD,5.3,8,X,A6,14.3,9.4
GMC,YUKON XL 4WD HD,6,8,X,A6,20.7,13.1
HONDA,CROSSTOUR,2.4,4,X,A5,9.4,6.4
HONDA,CROSSTOUR,3.5,6,X,A6,10.5,6.6
HONDA,CROSSTOUR AWD,3.5,6,X,A6,11.1,7.1
HONDA,CR-V,2.4,4,X,A5,9,6.4
HONDA,CR-V AWD,2.4,4,X,A5,9.2,6.6
HONDA,PILOT,3.5,6,X,A5,11.8,7.8
HONDA,PILOT AWD,3.5,6,X,A5,12.3,8.2
HYUNDAI,SANTA FE SPORT,2,4,X,AS6,10.4,7.4
HYUNDAI,SANTA FE SPORT,2.4,4,X,AS6,10.1,6.7
HYUNDAI,SANTA FE SPORT 4WD,2,4,X,AS6,11,8.4
HYUNDAI,SANTA FE SPORT 4WD,2.4,4,X,AS6,10.5,7.7
HYUNDAI,TUCSON,2,4,X,AS6,9.3,6.8
HYUNDAI,TUCSON,2,4,X,M5,10.4,7.7
HYUNDAI,TUCSON,2.4,4,X,AS6,9.7,6.5
HYUNDAI,TUCSON 4WD,2.4,4,X,AS6,10.2,7.4
INFINITI,FX37 AWD,3.7,6,Z,AS7,12.9,9.1
INFINITI,FX50 AWD,5,8,Z,AS7,14.9,10.1
INFINITI,JX35 AWD,3.5,6,Z,AV,11.5,8.5
JEEP,COMPASS,2,4,X,AV,9.3,7.2
JEEP,COMPASS,2,4,X,M5,8.9,6.6
JEEP,COMPASS,2.4,4,X,AV,9.6,7.3
JEEP,COMPASS,2.4,4,X,M5,9,7
JEEP,COMPASS 4X4,2.4,4,X,AV,9.9,7.6
JEEP,COMPASS 4X4,2.4,4,X,M5,9.2,7.2
JEEP,GRAND CHEROKEE 4X4 (FuelSaver MDS),5.7,8,X,A6,16.9,10.2
JEEP,GRAND CHEROKEE 4X4 FFV,3.6,6,X,A5,13,8.8
JEEP,GRAND CHEROKEE 4X4 SRT (FuelSaver MDS),6.4,8,Z,A5,17.1,11.4
JEEP,PATRIOT,2,4,X,AV,9.3,7.2
JEEP,PATRIOT,2,4,X,M5,8.9,6.6
JEEP,PATRIOT,2.4,4,X,AV,9.6,7.3
JEEP,PATRIOT,2.4,4,X,M5,9,7
JEEP,PATRIOT 4X4,2.4,4,X,AV,9.9,7.6
JEEP,PATRIOT 4X4,2.4,4,X,M5,9.2,7.2
JEEP,WRANGLER 4X4 (2-DOOR),3.6,6,X,A5,12.6,9.4
JEEP,WRANGLER 4X4 (2-DOOR),3.6,6,X,M6,12.7,9.3
JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),3.6,6,X,A5,13.2,10
JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),3.6,6,X,M6,13.4,9.6
KIA,SORENTO,2.4,4,X,AS6,9.8,6.5
KIA,SORENTO,3.5,6,X,AS6,10.3,7.7
KIA,SORENTO 4WD,2.4,4,X,AS6,10.3,7.5
